~bin_num~pos_count~neg_count~neu_count~subjectivity~polarity
0~1.0~2441.0~2398.0~3346.0~1.446204423191871~1.0179316096747288
1~2.0~2994.0~2996.0~4580.0~1.3078602620087336~0.9993324432576769
2~3.0~2571.0~2383.0~3430.0~1.4443148688046648~1.0788921527486361
3~4.0~10611.0~9701.0~11698.0~1.736365190630877~1.0938047623956293
